unit,time,chamber_temp_setpoint,pressure_mode,rpm_config,sensor_1,stage_temp_x,spindle_vibration_x,spindle_vibration_y,sensor_5,sensor_6,coolant_pressure,coolant_flow_rate,sensor_9,sensor_10,airflow_alignment_error,voltage_fluctuation,sensor_13,sensor_14,thermal_drift_z,motor_torque,sensor_18,sensor_19,load_variation,power_draw,RUL
1,47,0.23825696250534,0.2972501560117965,100.0,489.05,0.6397381911155948,0.6946534411163232,0.6916461289634559,10.52,15.5,0.6158805324897023,0.8534488542254071,8763.1,1.26,0.7766213414255265,371.27,2388.23,8115.46,0.0987772318253124,0.7142857142857144,2319,100.0,28.57,0.6379520852441013,102
1,48,0.00018656508547899067,0.012610876066685869,100.0,518.67,0.9956056144983636,0.9473237262497975,0.9306963313797061,14.62,21.61,0.9964632297699949,0.9996866923196803,9037.94,1.3,0.9526203535543467,521.5,2388.12,8123.03,0.022040413585393104,0.9450549450549453,2388,100.0,38.89,1.0,101
1,49,0.9996490036655056,0.9907276921482462,100.0,445.0,0.12732140057625774,0.27919191024912093,0.23558048229055206,3.91,5.71,0.0029829586731938695,0.6266334504746176,8305.4,1.02,0.48084937541663875,130.12,2387.7,8068.7,0.3784574371081675,0.26373626373626413,2212,100.0,10.44,0.012133497683711247,100
1,50,0.8331970772927265,0.9868156371728108,100.0,449.44,0.17342966570517238,0.3218002513024776,0.22132232152337927,5.48,8.0,0.13828237206879262,0.6500889392138349,8335.17,1.02,0.4652737686123043,182.99,2387.77,8054.31,0.35629019045247157,0.30769230769230793,2223,100.0,14.85,0.16152098096144973,99
1,51,0.5949951300712408,0.7355017665806785,60.0,462.54,0.004664275220290115,0.017892728000681757,0.027942459806572728,7.05,9.02,0.08999436295026192,0.00018622822717606624,7995.32,0.94,0.004448545734096143,164.42,2027.98,7863.73,0.9491412124931689,0.0,1915,84.93,14.22,0.1386969195987826,98
1,52,0.9998198057013472,0.9863593541387775,100.0,445.0,0.1266281064314212,0.27878858104954496,0.22755698564260207,3.91,5.72,0.0021632865292182113,0.6264843941168055,8298.45,1.02,0.4743142125857571,130.76,2387.65,8067.52,0.3805326035946801,0.2747252747252751,2212,100.0,10.53,0.006303343283930896,97
1,53,0.23829465694418853,0.2983680152485043,100.0,489.05,0.6401090786170096,0.699631428443769,0.6957027016481763,10.52,15.49,0.6172849122835954,0.8535324026104654,8759.83,1.26,0.7569156627077365,371.26,2388.21,8114.12,0.10323336571970154,0.7142857142857144,2319,100.0,28.49,0.6356036663375766,96
1,54,0.00012632761977006255,0.007734054854339543,100.0,518.67,0.9915203974926126,0.9432619344171935,0.9238500870417634,14.62,21.61,0.9970597903863427,0.9995570781754735,9034.62,1.3,0.9612957092482453,521.56,2388.05,8122.66,0.02056225148810853,0.9560439560439562,2388,100.0,38.88,0.9946021416178387,95
1,55,0.00023817784100704705,0.009310254608454619,100.0,518.67,0.9923693827847568,0.9435972119042986,0.9362617885719287,14.62,21.61,0.9988572634318265,0.9996088398363181,9043.32,1.3,0.9507993168691304,521.06,2388.1,8120.28,0.050355097263855786,0.9450549450549453,2388,100.0,38.86,0.9959866572418347,94
1,56,0.9997611574931616,0.9914734380007456,100.0,445.0,0.12339360809644617,0.25357158539993296,0.2439058820224651,3.91,5.71,0.002293032884956636,0.6265670087803858,8304.33,1.02,0.49101285682868046,130.29,2387.59,8073.22,0.383743848254126,0.28571428571428603,2212,100.0,10.59,0.012513217158646839,93
1,57,0.4762584768934019,0.8242751508312598,100.0,491.19,0.6549815397676753,0.6558358830548499,0.5526676021002923,9.35,13.65,0.47346486384284847,0.8639836801845906,8713.81,1.08,0.6797358364184767,314.39,2388.05,8048.96,0.3306046509908769,0.6483516483516478,2324,100.0,24.68,0.48976217877192885,92
1,58,0.8331986515989697,0.9910822147485465,100.0,449.44,0.17980914926808023,0.326176337510633,0.23726260327213433,5.48,8.0,0.1348639950769922,0.6500321044898376,8334.28,1.02,0.47655286262759455,182.41,2387.75,8056.45,0.3576015741447618,0.30769230769230793,2223,100.0,14.73,0.15393243330081374,91
1,59,0.9998995726709478,0.9878515099462352,100.0,445.0,0.12197842633702383,0.27453986082209303,0.2164942274044459,3.91,5.71,0.002800173616616608,0.626551514339746,8303.55,1.02,0.4886917958761825,130.35,2387.66,8064.02,0.3783120450670041,0.26373626373626413,2212,100.0,10.45,0.007045256719574233,90
1,60,0.5951837261823193,0.7294190997945111,60.0,462.54,0.007258110283221875,0.016945544045992467,0.0167936828194577,7.05,9.02,0.08986267985198182,0.00021744634723308565,7999.59,0.94,0.01463539022432414,164.32,2028.02,7864.81,0.9481972630149835,0.021978021978022344,1915,84.93,14.31,0.1418515121597861,89
1,61,0.4760879752624653,0.8274103978223867,100.0,491.19,0.6630089521798803,0.6419288026085295,0.5460498828044065,9.35,13.65,0.47240508563528716,0.8640884826911526,8707.14,1.07,0.6859062467115833,315.14,2388.06,8045.61,0.32962774728585664,0.6703296703296706,2324,100.0,24.53,0.49487962892644555,88
1,62,0.00017938361275500727,0.00742821242937076,100.0,518.67,0.9954564255023417,0.9555496537934434,0.9379122011901444,14.62,21.61,0.9982100831589393,0.9996463124510226,9040.41,1.3,0.9525527171812036,521.83,2388.21,8117.75,0.028664257634664292,0.9450549450549453,2388,100.0,38.83,0.9914124980283799,87
1,63,0.9996733489234718,0.9924575900321136,100.0,445.0,0.12890481165668,0.2809534202884767,0.21251386844078013,3.91,5.71,0.002019908429810424,0.6264854260105652,8311.01,1.02,0.49507942756849443,130.96,2387.6,8066.56,0.37398632520474395,0.2747252747252751,2212,100.0,10.36,0.009154160264985833,86
1,64,0.8332437006077964,0.9907012438265781,100.0,449.44,0.18105827118681628,0.2923630990605903,0.22910470908257752,5.48,8.0,0.13496260518786307,0.6501425439055097,8340.5,1.02,0.4893293416871485,183.37,2387.79,8055.84,0.36432529140946057,0.30769230769230793,2223,100.0,14.76,0.15496643864025383,85
1,65,0.00021577484512342424,0.007013181611750697,100.0,518.67,0.9896469779324537,0.9702761991592888,0.9362155962411891,14.62,21.61,0.9984069585731059,0.9997221360762163,9040.81,1.3,0.9530142723968509,521.0,2388.11,8127.28,0.035930869061916226,0.9670329670329672,2388,100.0,38.73,0.9870836960141142,84
1,66,0.8333401196527448,0.9941686135421278,100.0,449.44,0.17963449308698554,0.32742903089815734,0.22646755327741008,5.48,8.0,0.13658049117021198,0.6500478241093459,8341.42,1.02,0.49283960131934546,182.98,2387.74,8055.26,0.36503237670106614,0.30769230769230793,2223,100.0,14.92,0.15552141325746738,83
1,67,0.23806080654207878,0.29856654734681076,100.0,489.05,0.6397408903800628,0.706819493558474,0.695458678147375,10.52,15.49,0.6131389426665247,0.8535396189961775,8763.55,1.26,0.7874141162332959,371.09,2388.19,8111.05,0.11478649018178322,0.7252747252747254,2319,100.0,28.47,0.6369706564473446,82
1,68,0.00022609189940631197,0.005259646927452117,100.0,518.67,0.99205973151434,0.942068996035538,0.9476856876802926,14.62,21.61,1.0000000000000002,0.9995608520742589,9043.13,1.3,0.9559231560210706,521.51,2388.15,8120.24,0.0457135395543129,0.9670329670329672,2388,100.0,38.9,0.9950052284450782,81
1,69,0.00014315440883258692,0.0033247803722857914,100.0,518.67,0.9883380622115574,0.9568028930697872,0.9495978160425218,14.62,21.61,0.9969764385062354,0.9996692907819913,9042.91,1.3,0.9606582245049231,521.43,2388.08,8125.99,0.031309291323626365,0.9450549450549453,2388,100.0,38.9,0.9971433411808691,80
1,70,0.9998185737944815,0.9934175964075146,100.0,445.0,0.12707088166435376,0.27250930599497947,0.2162694220244088,3.91,5.72,0.004476808850151004,0.6266804804804531,8303.98,1.02,0.4744269009807418,130.67,2387.57,8073.45,0.3876611917855599,0.26373626373626413,2212,100.0,10.53,0.010030435976375596,79
1,71,0.4762801470571898,0.8250360056573376,100.0,491.19,0.6623959560130297,0.6435236500416592,0.5466348426489183,9.35,13.65,0.47287981879964947,0.8639838698525786,8712.14,1.08,0.6878638036355742,314.82,2388.01,8054.48,0.3297725901683992,0.6483516483516478,2324,100.0,24.4,0.4923150620111113,78
1,72,0.5953501472491259,0.7245901267903367,60.0,462.54,0.00658325136683402,0.011563763097108382,0.0,7.05,9.02,0.09111430978559476,0.00016998461322259573,7996.85,0.94,0.02998309345304806,164.35,2028.03,7859.5,0.9433111350559136,0.01098901098901095,1915,84.93,14.24,0.14256421640504968,77
1,73,0.5951665961613647,0.7389658927626401,60.0,462.54,0.0030476471244424985,0.011445881334979369,0.024261314884167273,7.05,9.03,0.0929782825419116,0.0002292021530578836,8004.96,0.94,0.02405008827529187,164.95,2028.04,7864.94,0.9492638641169622,0.021978021978022344,1915,84.93,14.16,0.1386852359226306,76
1,74,0.47625881875674125,0.8312380000424524,100.0,491.19,0.659740556431327,0.6517312486844262,0.5461146000692763,9.35,13.65,0.4718141935271377,0.864013829995403,8704.89,1.08,0.6763547385678002,314.49,2388.09,8048.84,0.33406775899133034,0.6593406593406597,2324,100.0,24.33,0.4942487104142448,75
1,75,0.5952235527898383,0.7306274261458645,60.0,462.54,0.0016713925827467335,0.004202304445632521,0.021257164015867414,7.05,9.02,0.09018389173173724,0.00011165413356906129,7995.45,0.94,0.02037423071595601,164.46,2027.99,7864.99,0.9539735247382612,0.021978021978022344,1915,84.93,14.19,0.13714299067058455,74
1,76,0.5952706546775189,0.7324801331488022,60.0,462.54,0.007165089006164749,0.03408625798751341,0.022429387886135466,7.05,9.03,0.09238966074285593,0.00018889066910965369,8003.74,0.94,0.02082498953234957,164.05,2028.03,7863.25,0.9568661487742807,0.021978021978022344,1915,84.93,14.2,0.13879038900799756,73
1,77,0.9997946128396256,0.9904588934284329,100.0,445.0,0.1278788935111672,0.2851862222261623,0.22659621892508008,3.91,5.71,0.0005633493265793099,0.6266129916061383,8304.05,1.02,0.4775237176512914,130.41,2387.63,8071.77,0.37834905227160087,0.26373626373626413,2212,100.0,10.59,0.011648625123408862,72
1,78,0.5950488363854357,0.73202695455744,60.0,462.54,0.0014641992989830044,0.01696794090000786,0.01966887617064783,7.05,9.03,0.09036134881748936,0.00026404480293873434,8000.19,0.94,0.012023079046746599,164.53,2027.99,7865.97,0.9623823586641809,0.021978021978022344,1915,84.93,14.15,0.13619661290228358,71
1,79,0.9998675713510751,0.9873542804345727,100.0,445.0,0.12512973867048238,0.2796430315229679,0.20416759677512708,3.91,5.71,0.0029299092426870454,0.6266395778210248,8303.68,1.02,0.4841175963317985,130.63,2387.63,8065.68,0.38695424072842766,0.296703296703297,2212,100.0,10.71,0.008727706085442766,70
1,80,0.9997115195438887,0.9891190551989577,100.0,445.0,0.12228863123173106,0.3014881288649609,0.24402085807826612,3.91,5.71,0.003297334467228852,0.6265739957468197,8304.73,1.02,0.488039697926113,130.11,2387.63,8069.07,0.40156139731274454,0.26373626373626413,2212,100.0,10.61,0.011631099609181073,69
1,81,0.4763580792776404,0.820983590789811,100.0,491.19,0.6639165004928262,0.6708199667530184,0.5728106366682626,9.35,13.66,0.4741111644154923,0.8640031125719343,8708.2,1.08,0.6899816417581839,314.39,2388.05,8049.96,0.3331910556079425,0.6593406593406597,2324,100.0,24.45,0.49247279163916147,68
1,82,0.00018630856951222557,0.0036046963402228856,100.0,518.67,0.9956419334581383,0.9484992536997789,0.9447713933776769,14.62,21.61,0.9970412227720458,0.9997615889366722,9039.16,1.3,0.9787283963316775,521.02,2388.16,8126.13,0.030821736496267516,0.9780219780219781,2388,100.0,38.63,0.9921894624924789,67
1,83,0.9997581417289325,0.989915467062823,100.0,445.0,0.11966224483119436,0.27378281197843757,0.24246887007224682,3.91,5.71,0.0014482076143936817,0.6266374476726675,8301.72,1.02,0.47734073692753176,130.25,2387.66,8068.96,0.3906197796103079,0.28571428571428603,2212,100.0,10.39,0.0021614800880949137,66
1,84,0.9996802126662062,0.9941697796611281,100.0,445.0,0.12469685356676585,0.2737900035359795,0.24061562357569377,3.91,5.71,0.0017546333694716254,0.6266209364837767,8300.56,1.02,0.4941939883274422,130.73,2387.66,8069.87,0.3835582206400785,0.28571428571428603,2212,100.0,10.64,0.013371967355808867,65
1,85,4.101840633152529e-05,0.0066545821569623555,100.0,518.67,0.990755184406308,0.9451366895203095,0.9477196502115497,14.62,21.61,0.9985414532220289,0.9995632026810402,9041.37,1.3,0.9643734444733094,521.22,2388.2,8118.69,0.03612006876566198,0.9560439560439562,2388,100.0,38.88,0.9960100245941385,64
1,86,0.9998817219064156,0.9878879838281097,100.0,445.0,0.12079961160105857,0.28706115183318737,0.22888181807032826,3.91,5.71,0.0012488042547733058,0.62663172767577,8307.89,1.02,0.48025021756027675,130.21,2387.58,8074.9,0.39140988771464436,0.28571428571428603,2212,100.0,10.58,0.0038439294539633906,63
1,87,0.9998152860297524,0.9896590570821889,100.0,445.0,0.12722782570794688,0.2751949970045464,0.21247904863366118,3.91,5.72,0.002505085167518739,0.6265600401364653,8309.33,1.02,0.49704388433158453,130.28,2387.61,8072.4,0.37697662451464176,0.2747252747252751,2212,100.0,10.49,0.006723955625398015,62
1,88,0.8331543759859608,0.9873601128942279,100.0,449.44,0.18022025960585975,0.3178271032410991,0.21704020835859517,5.48,8.0,0.13549205116483065,0.6500506585144148,8338.97,1.02,0.47999309426792225,182.76,2387.78,8051.96,0.3880977218957353,0.3186813186813189,2223,100.0,14.61,0.15543962752440432,61
