unit,time,rpm_config,stage_temp_x,spindle_vibration_x,spindle_vibration_y,coolant_pressure,coolant_flow_rate,sensor_9,airflow_alignment_error,voltage_fluctuation,sensor_13,sensor_14,thermal_drift_z,motor_torque,load_variation,power_draw,RUL,rul_class
1,15,100.0,0.2860320165427197,0.2234712837606878,0.2194656501332375,0.6904431911321751,0.3617368812483619,9052.22,0.2055913256187338,522.5,2388.08,8127.56,0.2223499850728245,0.125,38.99,0.7229717242653848,177,0
1,16,100.0,0.1690277508151325,0.3727142304463484,0.2804371916819406,0.7605603331556665,0.1567953132862385,9049.34,0.15774841892582,521.49,2388.07,8136.11,0.1120104195701046,0.25,38.97,0.917020883385696,176,0
1,17,100.0,0.3464505145722683,0.2641464398269448,0.1635713209188836,0.7267700627758131,0.19164943558917,9054.92,0.0654823864682327,521.89,2388.04,8137.27,0.3845528188474105,0.25,38.81,0.6895213454075062,175,0
1,18,100.0,0.36382997600424,0.4827678518463045,0.0651800215491817,0.8216140367795219,0.1430322620462902,9049.55,0.1364764401528617,521.76,2388.07,8132.73,0.1410137125305226,0.25,38.89,0.8129735723526181,174,0
1,19,100.0,0.0319817584727957,0.3577929073970267,0.173832691195173,0.816341100499784,0.130541499193896,9053.99,0.2817675225158353,521.89,2388.03,8129.13,0.2952809938389862,0.125,38.8,0.7163186102384032,173,0
1,20,100.0,0.530173919856054,0.1259251453378027,0.2991292882868066,0.9643714938735286,0.1571690922055495,9045.9,0.1472319910782076,522.07,2388.02,8129.71,0.2523807593698421,0.25,39.03,0.856034004805025,172,0
1,21,100.0,0.2637503527536182,0.3042199375885346,0.1167268696328989,0.7939135198850522,0.3351668011773654,9048.15,0.0892231787827526,522.42,2388.08,8134.02,0.1863667600521168,0.25,39.09,0.6492330437996614,171,0
1,22,100.0,0.4231334799089836,0.5506403064051426,0.1794366072100999,0.6881436517429336,0.1320287332791849,9061.21,0.1571445723555911,522.0,2388.03,8130.41,0.1875847535873873,0.25,38.92,0.7769358713731336,170,0
1,23,100.0,0.1703036007381229,0.3804620072173392,0.0300115025914351,0.7695637881080017,0.1606445216702923,9046.28,0.1649463260545545,521.52,2388.05,8127.9,0.2645384762207214,0.25,38.94,0.9192385880613544,169,0
1,24,100.0,0.2644758669575253,0.4752370645889243,0.1342669933734441,0.6551383522999856,0.3785964672933914,9043.76,0.3151693174894774,522.13,2388.03,8133.88,0.1281985985264171,0.25,39.0,0.7591942339678326,168,0
1,25,100.0,0.4233838680468125,0.5926627256327066,0.1492199051590361,0.7758757267008889,0.0667941750425598,9054.16,0.2518946729844202,522.56,2388.02,8136.61,0.1325335239361251,0.375,38.95,0.8686009979670999,167,0
1,26,100.0,0.1786034221207728,0.4122957426206568,0.0638833080991574,0.8015030861598404,0.2309399365267381,9047.11,0.1714658136240388,522.28,2388.06,8131.15,0.2691842631429253,0.5,38.86,0.842912585474032,166,0
1,27,100.0,0.2933450615036008,0.4620844930647649,0.2120614110391159,0.7899115426752985,0.0647351391735355,9047.96,0.259418197190989,522.0,2388.13,8134.6,0.186464287088782,0.375,38.99,0.9026058029938966,165,0
1,28,100.0,0.2566946705147188,0.1879542256044928,0.1423951490078323,0.9335501416287856,0.3611393220789978,9049.84,0.2909693062328102,522.57,2388.08,8127.3,0.3182580377765731,0.0,39.01,0.601182775827013,164,0
1,29,100.0,0.0808797210078751,0.2596457431145467,0.190228871749106,0.8329198620430702,0.1584504112734066,9050.47,0.1581434455927706,522.41,2388.06,8133.06,0.252557958867257,0.375,38.93,0.7408981703936419,163,0
1,30,100.0,0.1954593949220679,0.5717237031048867,0.0642246177816261,0.8614134992469928,0.2199938810690582,9045.62,0.2830669995648449,522.19,2388.0,8137.86,0.2069542232501078,0.0,39.05,0.8357050452781394,162,0
1,31,100.0,0.1244593678310366,0.2364395931657767,0.0852075474842521,0.8044973781852605,0.2491837393909008,9058.78,0.2917851298168159,521.95,2388.06,8125.28,0.2189611904447588,0.25,38.94,0.6958048419885401,161,0
1,32,100.0,0.2466168768178249,0.4948827990773452,0.1739949827780122,1.0,0.1287685976949433,9050.97,0.1690498227500825,521.92,2388.07,8129.7,0.2533284979166765,0.25,39.02,1.0,160,0
1,33,100.0,0.3980978240886088,0.3880295802966103,0.2271537280823352,0.9174921593906618,0.1288510793838213,9047.13,0.1862048554136848,521.91,2388.08,8134.42,0.0912157349856386,0.25,38.83,0.7240805766032139,159,0
1,34,100.0,0.3320201501632596,0.1390709576590367,0.1771197073919097,0.8450836659439176,0.0935287530992354,9046.46,0.339302585337137,521.7,2388.09,8126.61,0.326012348458768,0.25,38.81,0.6475697652929213,158,0
1,35,100.0,0.2899618722829586,0.4452530001984698,0.241881633327381,0.8465601499819115,0.128391784375708,9045.76,0.2137424251051101,521.75,2388.01,8140.17,0.359445854858798,0.125,39.13,0.8456847163186083,157,0
1,36,100.0,0.3293614015680646,0.1479288359944703,0.3071459752750485,0.8980084943728457,0.048737403004452,9044.56,0.1698014685896964,522.32,2388.04,8132.48,0.2916174581859678,0.25,38.86,0.872297172426542,156,0
1,37,100.0,0.1125843835876025,0.0541900622220268,0.1365109346722803,0.9225717854365314,0.2072823720473025,9055.44,0.1958258698976607,522.29,2388.04,8131.95,0.2494770860241075,0.25,38.99,0.8804287562372934,155,0
1,38,100.0,0.0860286988503844,0.4310634502185664,0.1519863167044377,0.9382613919445076,0.2558908283308483,9055.27,0.177795461629671,522.42,2388.08,8136.61,0.2730695273628925,0.25,39.06,0.9573091849935338,154,0
1,39,100.0,0.1204190939867544,0.2014749132453559,0.1825838156621699,0.7676868675096387,0.0682336071386089,9051.76,0.0691753396289343,522.23,2388.05,8131.81,0.2524930193840404,0.25,38.7,0.7597486601367578,153,0
1,40,100.0,0.2108008661844564,0.1608151468412657,0.2103038824161061,0.90807743263872,0.1920755686987831,9052.98,0.228428441858874,521.84,2388.01,8131.03,0.1273594654716916,0.25,38.84,0.7726852707447733,152,0
1,41,100.0,0.274428231234026,0.4926596345020471,0.2474408011203976,0.7097336344943415,0.1870982878226641,9048.99,0.0455401037073031,522.07,2388.03,8138.08,0.3332042218899786,0.25,39.13,0.8974311587506918,151,0
1,42,100.0,0.1653589920683202,0.2533844334308668,0.2003313055794535,0.7599670183205944,0.2488818061110578,9057.06,0.3530811814235406,522.23,2388.05,8130.88,0.2878236230480269,0.25,39.0,0.7691739050083157,150,0
1,43,100.0,0.2113303024427182,0.4999222354995325,0.3202259701016672,0.6993533236277756,0.0742583058481614,9057.88,0.2201959859012774,522.74,2388.09,8127.22,0.2312662927720836,0.25,38.99,0.6579190537793451,149,0
1,44,100.0,0.0875196944729737,0.3353323500746015,0.1957957007454567,0.8098631944372414,0.1154617673710163,9046.87,0.3196161123847005,522.3,2388.0,8131.45,0.2970024759009675,0.25,39.06,0.9545370541489576,148,0
1,45,100.0,0.3265299924918281,0.1731642450719306,0.1431901024283703,0.7349834810495963,0.2586796835266796,9060.32,0.3198714910150571,521.73,2388.05,8128.31,0.256255428633942,0.375,38.79,0.8048419885418596,147,0
1,46,100.0,0.2857641286940975,0.3838477504493625,0.1974674994035652,0.7180702619195358,0.1853117264163302,9060.38,0.1294258606102403,522.02,2388.08,8128.71,0.1904712567875108,0.375,38.93,0.768249861393457,146,0
1,47,100.0,0.1980538766973154,0.0975274475635572,0.2391593573542039,0.863279162976653,0.1748180688036882,9052.04,0.1434005514643175,521.84,2388.05,8126.21,0.1796779552782439,0.25,38.99,0.9767141009055678,145,0
1,48,100.0,0.0715628072605341,0.3919359179170243,0.1432829487791167,0.7790456510218462,0.2569171240402284,9045.26,0.2859811091593585,521.91,2388.06,8129.99,0.3642217263497045,0.25,38.94,0.7506930327111405,144,0
1,49,100.0,0.2090559003198109,0.2424047562147748,0.1073379837381693,0.8277669516452022,0.2297663603440014,9050.64,0.1425023513440209,521.37,2388.04,8135.48,0.2742546818435585,0.25,39.06,0.9074108297911608,143,0
1,50,100.0,0.4228712018566511,0.3910374845210214,0.257796846069084,0.7554640398351751,0.20570544380098,9048.6,0.3370842301820644,522.33,2388.09,8127.3,0.2388850696260149,0.25,38.85,0.834965810386251,142,0
1,51,100.0,0.4392670941490451,0.2852119904924564,0.1755844127358443,0.7113860458459556,0.0786039260619873,9047.09,0.064607002223191,521.91,2388.05,8134.36,0.4328948801462431,0.375,38.94,0.750877841434118,141,0
1,52,100.0,0.4200524619549242,0.2214817046654573,0.0509516505662546,0.5486953486454524,0.1266767356291893,9056.01,0.0269157340664065,522.1,2388.07,8132.82,0.4422202550960321,0.125,39.0,0.7022731472925514,140,0
1,53,100.0,0.3591618674876145,0.0797635168071408,0.2229370848595593,0.8116771969927186,0.1664001865547106,9051.15,0.1963694748546629,521.96,2388.06,8134.38,0.3947232431897305,0.25,38.9,0.7737941230826095,139,0
1,54,100.0,0.2846711657081187,0.5383508225825793,0.1955750493529606,0.7632103183480581,0.1312446649581033,9056.29,0.2636556223742801,522.44,2388.06,8129.95,0.3138402853319633,0.25,38.96,0.5100720754019576,138,0
1,55,100.0,0.2803412943742955,0.264110211465514,0.2053935344456974,0.8794955288208257,0.1347177897750953,9048.94,0.2813042292291285,522.11,2388.02,8134.1,0.2656450523855156,0.25,39.06,0.7353539087044894,137,0
1,56,100.0,0.3111181100147746,0.3134589755028827,0.1844087442789401,0.7698229454260002,0.0244162500985112,9042.42,0.1709468109727083,522.48,2388.04,8135.4,0.2619285962967979,0.125,38.68,0.7059693217519865,136,0
1,57,100.0,0.1646645661556363,0.2180418650701483,0.23645133312408,0.6383447514368754,0.1669410516342395,9050.8,0.1939657641556778,521.62,2388.08,8135.48,0.322436832954267,0.25,38.84,0.7353539087044894,135,0
1,58,100.0,0.0728758294663407,0.4618218386271877,0.1132422933537355,0.8071869934424285,0.2802763390309337,9050.33,0.1762883134474506,522.21,2388.04,8132.08,0.3564078675169,0.0,38.93,0.6107928294215483,134,0
1,59,100.0,0.2477128366925285,0.6866903652941829,0.2549114502571186,0.9197064245123272,0.2306510702173909,9050.06,0.1749702706196103,521.32,2388.02,8128.81,0.4180650700756558,0.25,38.92,0.8974311587506918,133,0
1,60,100.0,0.2516966661780202,0.1850080117062233,0.2436450625277899,0.7747967876376265,0.1884066946768143,9051.69,0.2920402694374928,522.49,2388.03,8132.89,0.1992793917513253,0.375,38.89,0.791350951764926,132,0
1,61,100.0,0.1572427561667382,0.2136082128590146,0.3067347133910942,0.7956808091276173,0.3413520752537806,9050.58,0.2162913910986432,522.34,2388.09,8131.66,0.3456623077098584,0.125,38.89,0.7484753280354823,131,0
1,62,100.0,0.1837019801761812,0.1433179986625816,0.1531377212668587,0.8782961166311907,0.3103114771492983,9053.62,0.1927923536773548,522.19,2388.1,8132.28,0.2709044515959888,0.125,39.03,0.576418406948811,130,0
1,63,100.0,0.3550116888778802,0.522005333615752,0.0461455992887493,0.651999952698219,0.1689969019498676,9049.96,0.3659355449722952,521.56,2388.01,8130.73,0.3709508970364013,0.5,38.77,0.7111439659951913,129,0
1,64,100.0,0.2082271556059254,0.2481863853345345,0.1677003994532029,0.747216041694827,0.3214535084025556,9043.67,0.3160814207907521,521.82,2388.04,8128.15,0.2877509549022718,0.125,38.93,0.7858066900757734,128,0
1,65,100.0,0.2258773123330684,0.2555809643640927,0.2481809754933905,0.76807262115355,0.1020564985301462,9044.01,0.4070076707788175,521.54,2388.13,8132.94,0.3996187047601225,0.25,38.9,0.7695435224542564,127,0
1,66,100.0,0.3141227605719905,0.3914488308858992,0.1525419729254196,0.7751452415322717,0.204085177433626,9059.45,0.0824274937954072,521.76,2388.05,8128.32,0.2210234912281237,0.125,38.95,0.6586582886712264,126,0
1,67,100.0,0.2463995494601931,0.4531977978646537,0.2423275947356629,0.8468056929718841,0.3079308673595733,9050.24,0.2747529312711734,522.64,2388.08,8134.07,0.2144429435048707,0.375,38.97,0.6139345777120653,125,0
1,68,100.0,0.3182967718362874,0.1600844490842234,0.2785107079560092,0.7827503748245022,0.3185893432200828,9051.78,0.2460988581416643,521.72,2388.07,8132.39,0.3441827315263239,0.25,38.95,0.662724080576595,124,0
1,69,100.0,0.2906961722727601,0.4705432000295531,0.1967216118832979,0.9269384264968892,0.2145018499650177,9050.59,0.2901496616419621,522.22,2388.1,8129.13,0.3873751959800557,0.25,39.0,0.7676954352245389,123,0
1,70,100.0,0.2023981065590305,0.2304418000102686,0.2362651994827942,0.7769247145158715,0.3260425906946693,9053.43,0.2859242294366595,521.93,2388.12,8130.36,0.3801296547302115,0.25,38.86,0.910182960635744,122,0
1,71,100.0,0.2002552251984752,0.1009689912619364,0.2440649942072141,0.7891721150735407,0.0973721656982888,9046.09,0.206025661315806,521.72,2388.09,8134.28,0.3349852695308186,0.125,38.8,0.7933838477176138,121,0
1,72,100.0,0.2806333286651465,0.0591557352400187,0.3396721396797346,0.7176381550634403,0.2047308923602031,9054.42,0.1865080156479095,521.97,2388.09,8133.95,0.2466608218635997,0.125,38.84,0.6462761042321148,120,0
1,73,100.0,0.2322086025363887,0.5183895015424582,0.1117043723240485,0.7461322423268655,0.0905164240439262,9049.64,0.1946981109718777,522.04,2388.1,8129.85,0.2758856383825687,0.125,39.03,0.8107558676769528,119,0
1,74,100.0,0.4967209717077026,0.2531531562066718,0.2029573701169482,0.7819867950099422,0.2319697042348707,9045.85,0.4190336941539527,522.25,2387.97,8132.67,0.3320712063830271,0.25,38.8,0.7821105156163384,118,0
1,75,100.0,0.0987854572825313,0.1693371327480974,0.0316363297498156,0.6804215333895058,0.2243881726071777,9042.32,0.1437817805351144,521.77,2388.11,8130.13,0.5096514567146571,0.25,38.89,0.7268527074477902,117,0
1,76,100.0,0.2000480719834172,0.4167545454910737,0.137552789263772,0.695491376728512,0.0757109100795787,9056.55,0.3150114117564087,521.58,2388.03,8136.44,0.2685722052932888,0.0,39.02,0.8944742191831452,116,0
1,77,100.0,0.3360320246631545,0.3124107643964251,0.1898186918725883,0.9170047841387828,0.179968142956568,9046.44,0.290674573580695,521.6,2388.08,8135.25,0.4690355674640756,0.375,38.99,0.584365182036592,115,0
1,78,100.0,0.111606182670755,0.113483255971424,0.2703193102386905,0.6506208371945945,0.2509011536722028,9042.37,0.2840269046314034,522.28,2388.16,8133.91,0.200346860284533,0.25,38.88,0.7203844021437789,114,0
1,79,100.0,0.1637740600388042,0.1745868583792642,0.2657210939052277,0.7213157111742134,0.1280039789944567,9047.86,0.2415021565200206,521.85,2388.13,8135.4,0.3381776568132792,0.5,38.9,0.6529292182591035,113,0
1,80,100.0,0.0925116925048996,0.5157779261080293,0.0,0.7537742717985623,0.1801837887023794,9043.67,0.4649065363497158,521.52,2388.1,8134.66,0.3716184707360668,0.25,38.89,0.7438551099611885,112,0
1,81,100.0,0.406490252619335,0.2593872227372245,0.217205564619725,0.7466241774000366,0.3195260074980979,9045.31,0.3016206624761395,521.66,2388.05,8128.87,0.3993186068941341,0.25,38.77,0.7654777305488807,111,0
1,82,100.0,0.1351356942424217,0.4118955680049012,0.1435439005254508,0.8150924103927082,0.2941306368038567,9048.22,0.1687102041838528,521.95,2388.03,8134.04,0.2814590374500696,0.375,38.89,0.5775272592866401,110,0
1,83,100.0,0.3802556722238819,0.3755189165381836,0.3287170905442025,0.65664608740326,0.2457538731960085,9049.08,0.1443008768982707,521.93,2388.05,8131.32,0.3413832216930643,0.125,38.8,0.6812049528737774,109,0
1,84,100.0,0.3732206941902518,0.2842897452450543,0.3343273446001902,0.7532652927898766,0.1417035441181724,9050.47,0.2699809028856066,521.54,2388.06,8131.54,0.3186375923479261,0.25,38.73,0.5664387359083278,108,0
1,85,100.0,0.2282501100841614,0.449659942117627,0.3179273197545953,0.8691867311738406,0.0219327652011998,9056.08,0.2509778130538151,522.3,2388.05,8135.31,0.4917842197792694,0.25,39.01,0.6009979671040426,107,0
1,86,100.0,0.0516415007884916,0.402358638144328,0.2563997270260714,0.7021105457311876,0.3185887018198627,9047.26,0.2626652314328908,521.82,2388.09,8130.06,0.3651715773565769,0.5,38.94,0.8052116059878003,106,0
1,87,100.0,0.2473301832466745,0.326408930315786,0.5011628615945796,0.7966673568957106,0.4455385500759803,9050.52,0.2345971540402445,521.43,2388.06,8130.41,0.4450236439992565,0.125,38.88,0.7048604694141503,105,0
1,88,100.0,0.1005325692501628,0.1325899593103159,0.3212925601013907,0.8880988710660915,0.2188589805555238,9046.73,0.3286108834897518,522.2,2388.04,8131.47,0.5307873942964392,0.25,38.9,0.6464609129550851,104,0
1,89,100.0,0.2131811917543018,0.256111252540137,0.2218804254047839,0.7533899862248745,0.1514740762049768,9055.24,0.3299359293439323,521.55,2388.08,8135.15,0.488425845179286,0.25,38.95,0.6837922749953762,103,0
1,90,100.0,0.380970466780866,0.2435075249909033,0.4969321988641937,0.5113400824925804,0.3253894068411682,9051.27,0.2246592061765611,521.49,2388.09,8129.72,0.2835057383406578,0.125,38.98,0.9469598965071172,102,0
1,91,100.0,0.1074922096696582,0.2600281282871108,0.2870873447389783,0.6680613793210739,0.1263132513113305,9050.72,0.2200686716578204,521.55,2388.1,8134.4,0.2807720405004517,0.5,39.11,0.7861763075217141,101,0
1,92,100.0,0.4708996897730344,0.4464511907578412,0.1845742894420254,0.7308797718343101,0.4423858394557101,9048.36,0.3164810530139519,521.91,2388.05,8131.39,0.2941972304224691,0.25,38.99,0.7270375161707605,100,1
1,93,100.0,0.4544848034310575,0.5797009401251572,0.3827750462290211,0.7896861442579279,0.206071579966192,9047.87,0.328097466462232,521.43,2388.08,8133.15,0.3886081518011792,0.25,38.86,0.533912400665308,99,1
1,94,100.0,0.2957470882182633,0.2035746971151724,0.2917708532640475,0.7419223016474064,0.4697884218549006,9045.83,0.3404937656724982,521.61,2388.07,8132.4,0.5277890355529706,0.375,38.85,0.7706523747920926,98,1
1,95,100.0,0.4585275931702313,0.0,0.4242466121336861,0.7532415737232157,0.0664829657052905,9048.85,0.2643452745739694,521.92,2388.02,8131.63,0.5707155941520838,0.5,38.76,0.6802809092589115,97,1
1,96,100.0,0.1915813761172557,0.2322857624971988,0.0404872618448095,0.6203275907828356,0.2161810969037105,9048.71,0.271008748377092,521.66,2388.06,8130.69,0.4427327330070767,0.25,38.88,0.6776935871373126,96,1
1,97,100.0,0.1445901419681377,0.6523992595925421,0.365333383376722,0.6347782506744863,0.2887768483651598,9046.1,0.3274307491796762,521.67,2388.06,8128.74,0.3633672836163626,0.25,39.01,0.6237294400295639,95,1
1,98,100.0,0.1154157448557953,0.4851098628562695,0.2820944524503659,0.4822347146666175,0.2048700968189223,9045.49,0.2597039143902648,522.31,2388.06,8127.89,0.3299227092986925,0.125,38.96,0.5481426723341372,94,1
1,99,100.0,0.2987978519585681,0.5432703750663705,0.3222774404414892,0.7183076643294442,0.2396784316551929,9045.14,0.2771441546984476,521.42,2388.1,8131.77,0.5191637750884013,0.375,38.82,0.5054518573276567,93,1
1,100,100.0,0.2046783142741333,0.4319669708529332,0.4563985337289011,0.8253127934629845,0.2083992695315828,9045.72,0.4650383028123812,521.55,2388.08,8132.49,0.4145441428764371,0.25,38.93,0.8320088708186972,92,1
1,101,100.0,0.4145780036597557,0.2362996331247586,0.2523379685917106,0.6263767815043195,0.1813178305264955,9052.3,0.4522349098770348,521.89,2388.08,8125.97,0.4572929826552681,0.125,38.75,0.842912585474032,91,1
1,102,100.0,0.4567719545786417,0.4134084541550962,0.2526408343361694,0.6381595377065992,0.4740112782847063,9051.36,0.3522692443369593,521.38,2388.05,8130.4,0.567885980739355,0.375,38.94,0.7512474588800586,90,1
1,103,100.0,0.1996084445653991,0.1315998747702451,0.2473398730004206,0.6902966604131393,0.2911509220966763,9053.28,0.414076066662524,521.41,2388.1,8124.4,0.4190329165147091,0.25,38.69,0.8687858066900702,89,1
1,104,100.0,0.2315724437295898,0.468049535300679,0.3254400894110034,0.6941450376118894,0.2546007884193386,9044.73,0.2355338848399597,522.38,2388.09,8131.89,0.3342474686129435,0.25,38.96,0.7031971909074102,88,1
1,105,100.0,0.1202856706716488,0.3836249138855123,0.2475547489109004,0.5660586145235982,0.2923512640163608,9048.36,0.2101179885780908,521.81,2388.08,8134.01,0.4539284137366053,0.375,38.77,0.7889484383662833,87,1
1,106,100.0,0.3881064330693675,0.4114378916418673,0.2792160784184574,0.6795962096240089,0.2456369218443796,9049.82,0.3123041054707229,521.51,2388.09,8126.38,0.6275514648295228,0.25,39.08,0.8427277767510617,86,1
1,107,100.0,0.328022433101637,0.629516978111873,0.3632940891236558,0.7128633308896042,0.2151853807899897,9048.68,0.2409732647245093,521.75,2388.07,8132.4,0.4326274867017616,0.75,39.01,0.8312696359268159,85,1
1,108,100.0,0.7100468779274252,0.2983011379648985,0.1511089074801361,0.8764055819085002,0.440058467768722,9047.03,0.4426675679399494,521.52,2388.03,8131.52,0.3878703591433989,0.375,38.75,0.6364812419146162,84,1
1,109,100.0,0.3140560237482646,0.3178161199487874,0.3987168437631396,0.6779544101272279,0.302616991438299,9051.13,0.4156979845223532,521.62,2388.11,8130.97,0.2497198979030557,0.5,39.05,0.7342450563666603,83,1
1,110,100.0,0.3352047667195847,0.4456555289741573,0.1975032336047704,0.7930195621279381,0.4195096423472932,9051.4,0.3978381706617213,522.01,2388.12,8127.16,0.6169557001555717,0.375,39.06,0.6215117353539128,82,1
1,111,100.0,0.3822297322445251,0.2434216062638583,0.3731087191908671,0.6552642924398526,0.3738641624331649,9051.64,0.4561292656514695,521.53,2388.14,8132.4,0.5349738493390817,0.25,38.92,0.4707078174089787,81,1
1,112,100.0,0.3799118797500682,0.3181876823612199,0.211966122088647,0.5843213435115899,0.1939147878838412,9051.28,0.1459165063199208,521.9,2388.08,8131.52,0.5094583222326108,0.5,38.84,0.6688227684346657,80,1
1,113,100.0,0.3880990264918296,0.4757277327048683,0.3340967081311277,0.5188044444965669,0.3161191222952766,9053.15,0.3274940810885951,521.75,2388.16,8129.32,0.5864893938870424,0.375,38.9,0.6492330437996614,79,1
1,114,100.0,0.2386512943444358,0.3886183545972841,0.2411185384361829,0.8418466578893629,0.2150564773246515,9046.58,0.4232025540000563,521.68,2388.15,8132.36,0.4562083537479964,0.5,38.89,0.7699131399002042,78,1
1,115,100.0,0.3807060249473579,0.6193979027036605,0.3345095245416658,0.8039732406750204,0.3586719923987402,9050.37,0.3078317476364915,521.36,2388.12,8127.6,0.4866421539516565,0.375,38.93,0.6346331546848987,77,1
1,116,100.0,0.3704390015249714,0.0972663254578165,0.2160323100128778,0.8691864544878456,0.2521180289286349,9049.71,0.3058870061353644,521.6,2388.05,8134.46,0.3748741034383442,0.5,39.03,0.725189428941043,76,1
1,117,100.0,0.2660348586176155,0.4370598383007831,0.4050256376487269,0.9125514038330208,0.3125093374128482,9049.61,0.3739194729144088,521.22,2388.1,8126.12,0.4543462354345635,0.125,38.73,0.402513398632415,75,1
1,118,100.0,0.2518162529036658,0.2898330051163711,0.4047685144693034,0.8332638441763436,0.3023614306730451,9051.12,0.3988755182457808,521.31,2388.12,8135.21,0.4483235578963374,0.375,38.88,0.624283866198482,74,1
1,119,100.0,0.3820224035525825,0.6896617740361037,0.2794290816796021,0.7209619574801991,0.3187190658882173,9045.89,0.3980194156688839,521.46,2388.09,8123.85,0.4549697913182271,0.5,39.01,0.6653114026982081,73,1
1,120,100.0,0.4383294085176885,0.5809918067173427,0.3621233172900915,0.6953605005888619,0.3187014817285671,9048.72,0.4343732481883151,521.34,2388.1,8125.57,0.3836916539864532,0.375,38.81,0.6418406948807913,72,1
1,121,100.0,0.3671156198470839,0.5731761251576657,0.4703513142873419,0.7032866640901716,0.2349375876519843,9040.97,0.3132190219904629,521.3,2388.04,8133.94,0.479729965322818,0.5,38.63,0.856034004805025,71,1
1,122,100.0,0.6350409394448775,0.5775566650325175,0.5236704835815615,0.6410148613113904,0.4839448829152388,9042.39,0.4374063635982921,520.92,2388.12,8131.81,0.4901652134583258,0.375,38.86,0.5923119571243731,70,1
1,123,100.0,0.673652002334677,0.3254114051483583,0.242903683936035,0.4558228515894313,0.3836179983863985,9049.44,0.2866976481402901,521.6,2388.17,8129.72,0.5330994998944476,0.25,38.9,0.6157826649417899,69,1
1,124,100.0,0.306783130651695,0.3426437095675467,0.2234980443256518,0.3682107520987472,0.4162710627906563,9053.03,0.3990036880845551,521.4,2388.13,8133.82,0.5639735205586689,0.375,38.8,0.5087784143411511,68,1
1,125,100.0,0.4983995570876232,0.2828222183969302,0.3295902152256218,0.4077702783328618,0.402298136454192,9046.16,0.4615572032623021,521.57,2388.11,8126.33,0.4121640207267916,0.5,38.68,0.6377749029754156,67,1
